Gene Symbol	UCSC ID	UniGene ID	UniProt Accession	UniProt Entry Name	UniProt Info	UniProt Protein Name	UniSTS ID	
PCYB_005160	-	-	K6VK04	K6VK04_9APIC	K6VK04_9APIC [Acc: K6VK04] [Seq_length: 300] [PI: 6.44] [Weight: 34548.06] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69767.1};]		-	
PCYB_005190	-	-	K6V354	K6V354_9APIC	K6V354_9APIC [Acc: K6V354] [Seq_length: 207] [PI: 6.92] [Weight: 25310.67] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69770.1};]		-	
PCYB_005210	-	-	K6VK07	K6VK07_9APIC	K6VK07_9APIC [Acc: K6VK07] [Seq_length: 256] [PI: 5.34] [Weight: 29134.52] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69772.1}; Flags: Fragment;]		-	
PCYB_005390	-	-	K6V367	K6V367_9APIC	K6V367_9APIC [Acc: K6V367] [Seq_length: 163] [PI: 5.51] [Weight: 18649.45] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69790.1};]		-	
PCYB_005470	-	-	K6UNT8	K6UNT8_9APIC	K6UNT8_9APIC [Acc: K6UNT8] [Seq_length: 272] [PI: 6.58] [Weight: 31842.17] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69798.1}; Flags: Fragment;]		-	
PCYB_005500	-	-	K6UFB3	K6UFB3_9APIC	K6UFB3_9APIC [Acc: K6UFB3] [Seq_length: 338] [PI: 4.82] [Weight: 38304.87] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69801.1}; Flags: Fragment;]		-	
PCYB_005600	-	-	K6UFB5	K6UFB5_9APIC	K6UFB5_9APIC [Acc: K6UFB5] [Seq_length: 220] [PI: 8.55] [Weight: 26671.42] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69811.1}; Flags: Fragment;]		-	
PCYB_005630	-	-	K6V0G0	K6V0G0_9APIC	K6V0G0_9APIC [Acc: K6V0G0] [Seq_length: 300] [PI: 5.21] [Weight: 35586.74] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69814.1};]		-	
PCYB_005740	-	-	K6V385	K6V385_9APIC	K6V385_9APIC [Acc: K6V385] [Seq_length: 287] [PI: 6.44] [Weight: 33492.65] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69825.1}; Flags: Fragment;]		-	
PCYB_005750	-	-	K6UFB8	K6UFB8_9APIC	K6UFB8_9APIC [Acc: K6UFB8] [Seq_length: 336] [PI: 5.8] [Weight: 38861.98] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69826.1}; Flags: Fragment;]		-	
PCYB_005790	-	-	K6V390	K6V390_9APIC	K6V390_9APIC [Acc: K6V390] [Seq_length: 224] [PI: 6.32] [Weight: 25771.28] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69830.1}; Flags: Fragment;]		-	
PCYB_005810	-	-	K6VK60	K6VK60_9APIC	K6VK60_9APIC [Acc: K6VK60] [Seq_length: 246] [PI: 6.44] [Weight: 28232.58] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69832.1};]		-	
PCYB_006140	-	-	K6V3C5	K6V3C5_9APIC	K6V3C5_9APIC [Acc: K6V3C5] [Seq_length: 286] [PI: 8.14] [Weight: 34634.02] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69865.1};]		-	
PCYB_006150	-	-	K6UFC6	K6UFC6_9APIC	K6UFC6_9APIC [Acc: K6UFC6] [Seq_length: 283] [PI: 7.06] [Weight: 33459.06] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69866.1}; Flags: Fragment;]		-	
PCYB_006170	-	-	K6UNW6	K6UNW6_9APIC	K6UNW6_9APIC [Acc: K6UNW6] [Seq_length: 185] [PI: 4.84] [Weight: 21191.64] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69868.1};]		-	
PCYB_006210	-	-	K6VKA1	K6VKA1_9APIC	K6VKA1_9APIC [Acc: K6VKA1] [Seq_length: 334] [PI: 5.39] [Weight: 39280.55] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69872.1};]		-	
PCYB_006230	-	-	K6V0L3	K6V0L3_9APIC	K6V0L3_9APIC [Acc: K6V0L3] [Seq_length: 366] [PI: 5.3] [Weight: 41825.69] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69874.1};]		-	
PCYB_006260	-	-	K6VKA6	K6VKA6_9APIC	K6VKA6_9APIC [Acc: K6VKA6] [Seq_length: 345] [PI: 6.09] [Weight: 40484.32] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69877.1}; Flags: Fragment;]		-	
PCYB_006330	-	-	K6V0M2	K6V0M2_9APIC	K6V0M2_9APIC [Acc: K6V0M2] [Seq_length: 236] [PI: 8.4] [Weight: 28738.46] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69884.1}; Flags: Fragment;]		-	
PCYB_006340	-	-	K6V3E3	K6V3E3_9APIC	K6V3E3_9APIC [Acc: K6V3E3] [Seq_length: 185] [PI: 5.41] [Weight: 22196.09] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69885.1};]		-	
PCYB_006360	-	-	K6VKB6	K6VKB6_9APIC	K6VKB6_9APIC [Acc: K6VKB6] [Seq_length: 290] [PI: 4.94] [Weight: 34202.38] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69887.1};]		-	
PCYB_006410	-	-	K6VKC2	K6VKC2_9APIC	K6VKC2_9APIC [Acc: K6VKC2] [Seq_length: 186] [PI: 4.86] [Weight: 22017.43] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69892.1}; Flags: Fragment;]		-	
PCYB_006480	-	-	K6V0N6	K6V0N6_9APIC	K6V0N6_9APIC [Acc: K6V0N6] [Seq_length: 281] [PI: 6.59] [Weight: 32677.03] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69899.1}; Flags: Fragment;]		-	
PCYB_006530	-	-	K6V0P2	K6V0P2_9APIC	K6V0P2_9APIC [Acc: K6V0P2] [Seq_length: 294] [PI: 4.61] [Weight: 33500.89] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69904.1}; Flags: Fragment;]		-	
PCYB_006610	-	-	K6VKE3	K6VKE3_9APIC	K6VKE3_9APIC [Acc: K6VKE3] [Seq_length: 305] [PI: 8.7] [Weight: 35658.77] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69912.1};]		-	
PCYB_006660	-	-	K6VKE9	K6VKE9_9APIC	K6VKE9_9APIC [Acc: K6VKE9] [Seq_length: 179] [PI: 6.14] [Weight: 20478.36] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69917.1};]		-	
PCYB_006720	-	-	K6UNY7	K6UNY7_9APIC	K6UNY7_9APIC [Acc: K6UNY7] [Seq_length: 190] [PI: 5.11] [Weight: 21792.31] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69923.1};]		-	
PCYB_006730	-	-	K6V0R1	K6V0R1_9APIC	K6V0R1_9APIC [Acc: K6V0R1] [Seq_length: 284] [PI: 5.39] [Weight: 33015.06] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69924.1};]		-	
PCYB_006780	-	-	K6V0R6	K6V0R6_9APIC	K6V0R6_9APIC [Acc: K6V0R6] [Seq_length: 265] [PI: 8.41] [Weight: 31115.25] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69929.1}; Flags: Fragment;]		-	
PCYB_006830	-	-	K6V0S1	K6V0S1_9APIC	K6V0S1_9APIC [Acc: K6V0S1] [Seq_length: 302] [PI: 5.76] [Weight: 34733.23] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69934.1};]		-	
PCYB_007010	-	-	K6VKI5	K6VKI5_9APIC	K6VKI5_9APIC [Acc: K6VKI5] [Seq_length: 157] [PI: 5.12] [Weight: 18434.77] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69952.1};]		-	
PCYB_007060	-	-	K6VKI9	K6VKI9_9APIC	K6VKI9_9APIC [Acc: K6VKI9] [Seq_length: 261] [PI: 5.35] [Weight: 30817.68] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69957.1}; Flags: Fragment;]		-	
PCYB_007160	-	-	K6VKK0	K6VKK0_9APIC	K6VKK0_9APIC [Acc: K6VKK0] [Seq_length: 215] [PI: 5.04] [Weight: 24833.93] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69967.1}; Flags: Fragment;]		-	
PCYB_007280	-	-	K6V0X3	K6V0X3_9APIC	K6V0X3_9APIC [Acc: K6V0X3] [Seq_length: 197] [PI: 8.13] [Weight: 22843.82] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69979.1}; Flags: Fragment;]		-	
PCYB_007370	-	-	K6UP18	K6UP18_9APIC	K6UP18_9APIC [Acc: K6UP18] [Seq_length: 192] [PI: 6.18] [Weight: 23344.33] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69988.1}; Flags: Fragment;]		-	
PCYB_007390	-	-	K6V3Q8	K6V3Q8_9APIC	K6V3Q8_9APIC [Acc: K6V3Q8] [Seq_length: 207] [PI: 7.61] [Weight: 24670.88] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69990.1}; Flags: Fragment;]		-	
PCYB_007430	-	-	K6V0Z5	K6V0Z5_9APIC	K6V0Z5_9APIC [Acc: K6V0Z5] [Seq_length: 264] [PI: 7.4] [Weight: 31322.42] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69994.1}; Flags: Fragment;]		-	
PCYB_007440	-	-	K6V3R3	K6V3R3_9APIC	K6V3R3_9APIC [Acc: K6V3R3] [Seq_length: 158] [PI: 4.59] [Weight: 17987.38] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69995.1}; Flags: Fragment;]		-	
PCYB_007470	-	-	K6UP22	K6UP22_9APIC	K6UP22_9APIC [Acc: K6UP22] [Seq_length: 318] [PI: 8.41] [Weight: 38320.98] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69998.1}; Flags: Fragment;]		-	
PCYB_007500	-	-	K6UFF3	K6UFF3_9APIC	K6UFF3_9APIC [Acc: K6UFF3] [Seq_length: 275] [PI: 8.39] [Weight: 32921.55] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70001.1}; Flags: Fragment;]		-	
PCYB_007510	-	-	K6VKQ1	K6VKQ1_9APIC	K6VKQ1_9APIC [Acc: K6VKQ1] [Seq_length: 272] [PI: 8.32] [Weight: 33060.47] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70002.1};]		-	
PCYB_007610	-	-	K6VKR0	K6VKR0_9APIC	K6VKR0_9APIC [Acc: K6VKR0] [Seq_length: 153] [PI: 6.29] [Weight: 18542.09] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70012.1};]		-	
PCYB_007620	-	-	K6UP27	K6UP27_9APIC	K6UP27_9APIC [Acc: K6UP27] [Seq_length: 128] [PI: 7.63] [Weight: 15564.6] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70013.1}; Flags: Fragment;]		-	
PCYB_007660	-	-	K6VKR4	K6VKR4_9APIC	K6VKR4_9APIC [Acc: K6VKR4] [Seq_length: 270] [PI: 5.11] [Weight: 32675.25] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70017.1}; Flags: Fragment;]		-	
PCYB_007680	-	-	K6V113	K6V113_9APIC	K6V113_9APIC [Acc: K6V113] [Seq_length: 294] [PI: 5.36] [Weight: 34785.45] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70019.1};]		-	
PCYB_007740	-	-	K6V3T3	K6V3T3_9APIC	K6V3T3_9APIC [Acc: K6V3T3] [Seq_length: 233] [PI: 5.19] [Weight: 27456.08] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70025.1}; Flags: Fragment;]		-	
PCYB_007750	-	-	K6UFF8	K6UFF8_9APIC	K6UFF8_9APIC [Acc: K6UFF8] [Seq_length: 229] [PI: 5.59] [Weight: 27238.7] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70026.1}; Flags: Fragment;]		-	
PCYB_007760	-	-	K6VKS1	K6VKS1_9APIC	K6VKS1_9APIC [Acc: K6VKS1] [Seq_length: 198] [PI: 8.65] [Weight: 23992.3] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70027.1}; Flags: Fragment;]		-	
PCYB_007810	-	-	K6VKS4	K6VKS4_9APIC	K6VKS4_9APIC [Acc: K6VKS4] [Seq_length: 221] [PI: 5.99] [Weight: 26886.05] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70032.1}; Flags: Fragment;]		-	
PCYB_007820	-	-	K6UP32	K6UP32_9APIC	K6UP32_9APIC [Acc: K6UP32] [Seq_length: 189] [PI: 6.16] [Weight: 21512.19] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70033.1};]		-	
PCYB_008070	-	-	K6UP39	K6UP39_9APIC	K6UP39_9APIC [Acc: K6UP39] [Seq_length: 267] [PI: 6.03] [Weight: 31100] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70058.1}; Flags: Fragment;]		-	
PCYB_008270	-	-	K6UP46	K6UP46_9APIC	K6UP46_9APIC [Acc: K6UP46] [Seq_length: 187] [PI: 6.75] [Weight: 23039.08] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB70078.1}; Flags: Fragment;]		-	
PVX_086845	-	-	-	-	-	-	-	
PVX_120840	-	-	A5KDP4	A5KDP4_PLAVS	A5KDP4_PLAVS [Acc: A5KDP4] [Seq_length: 324] [PI: 4.85] [Weight: 37371.48] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir8-related {ECO:0000313|EMBL:EDL42524.1};]		-	
PVX_176270	-	-	A5KD63	A5KD63_PLAVS	A5KD63_PLAVS [Acc: A5KD63] [Seq_length: 339] [PI: 5.27] [Weight: 39734.91] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir8 {ECO:0000313|EMBL:EDL42706.1};]		-	
PVX_183275	-	-	-	-	-	-	-	
PCYB_002200	-	-	K6UF47	K6UF47_9APIC	K6UF47_9APIC [Acc: K6UF47] [Seq_length: 331] [PI: 6.13] [Weight: 39216.23] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69471.1};]		-	
PCYB_002530	-	-	K6UZU4	K6UZU4_9APIC	K6UZU4_9APIC [Acc: K6UZU4] [Seq_length: 306] [PI: 6.53] [Weight: 35269.94] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69504.1};]		-	
PCYB_002550	-	-	K6UF54	K6UF54_9APIC	K6UF54_9APIC [Acc: K6UF54] [Seq_length: 277] [PI: 6.46] [Weight: 33117.04] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69506.1};]		-	
PCYB_002590	-	-	K6V2N3	K6V2N3_9APIC	K6V2N3_9APIC [Acc: K6V2N3] [Seq_length: 244] [PI: 8.52] [Weight: 29608.01] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69510.1};]		-	
PCYB_002600	-	-	K6UF55	K6UF55_9APIC	K6UF55_9APIC [Acc: K6UF55] [Seq_length: 233] [PI: 6.97] [Weight: 28050.79] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69511.1};]		-	
PCYB_002670	-	-	K6UNI1	K6UNI1_9APIC	K6UNI1_9APIC [Acc: K6UNI1] [Seq_length: 226] [PI: 7.92] [Weight: 27132.46] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69518.1}; Flags: Fragment;]		-	
PCYB_003250	-	-	K6UF68	K6UF68_9APIC	K6UF68_9APIC [Acc: K6UF68] [Seq_length: 214] [PI: 5.72] [Weight: 25118.16] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69576.1}; Flags: Fragment;]		-	
PCYB_003540	-	-	K6V2T4	K6V2T4_9APIC	K6V2T4_9APIC [Acc: K6V2T4] [Seq_length: 275] [PI: 6.01] [Weight: 32103.14] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69605.1}; Flags: Fragment;]		-	
PCYB_004220	-	-	K6UNP2	K6UNP2_9APIC	K6UNP2_9APIC [Acc: K6UNP2] [Seq_length: 175] [PI: 5.53] [Weight: 21382.75] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69673.1};]		-	
PCYB_004470	-	-	K6UNQ2	K6UNQ2_9APIC	K6UNQ2_9APIC [Acc: K6UNQ2] [Seq_length: 157] [PI: 9.18] [Weight: 19024.77] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69698.1}; Flags: Fragment;]		-	
PCYB_004530	-	-	K6V089	K6V089_9APIC	K6V089_9APIC [Acc: K6V089] [Seq_length: 129] [PI: 8.16] [Weight: 15377.6] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69704.1};]		-	
PCYB_004590	-	-	K6V311	K6V311_9APIC	K6V311_9APIC [Acc: K6V311] [Seq_length: 352] [PI: 5.24] [Weight: 40899.51] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69710.1};]		-	
PCYB_004610	-	-	K6VJV6	K6VJV6_9APIC	K6VJV6_9APIC [Acc: K6VJV6] [Seq_length: 289] [PI: 7.05] [Weight: 33973.75] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69712.1};]		-	
PCYB_004630	-	-	K6V096	K6V096_9APIC	K6V096_9APIC [Acc: K6V096] [Seq_length: 349] [PI: 6.64] [Weight: 40949.71] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69714.1};]		-	
PCYB_004660	-	-	K6VJW0	K6VJW0_9APIC	K6VJW0_9APIC [Acc: K6VJW0] [Seq_length: 329] [PI: 6.14] [Weight: 37775.52] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69717.1};]		-	
PCYB_004910	-	-	K6VJY0	K6VJY0_9APIC	K6VJY0_9APIC [Acc: K6VJY0] [Seq_length: 229] [PI: 8.02] [Weight: 27498.97] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69742.1}; Flags: Fragment;]		-	
PCYB_004930	-	-	K6V0B8	K6V0B8_9APIC	K6V0B8_9APIC [Acc: K6V0B8] [Seq_length: 247] [PI: 6.94] [Weight: 28937.5] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69744.1}; Flags: Fragment;]		-	
PCYB_004950	-	-	K6UFA2	K6UFA2_9APIC	K6UFA2_9APIC [Acc: K6UFA2] [Seq_length: 237] [PI: 5.25] [Weight: 27729.99] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69746.1};]		-	
PCYB_005300	-	-	K6UFA9	K6UFA9_9APIC	K6UFA9_9APIC [Acc: K6UFA9] [Seq_length: 181] [PI: 8.04] [Weight: 22030.2] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69781.1};]		-	
PCYB_005400	-	-	K6UFB1	K6UFB1_9APIC	K6UFB1_9APIC [Acc: K6UFB1] [Seq_length: 247] [PI: 5.2] [Weight: 29205.95] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69791.1};]		-	
PCYB_005420	-	-	K6UNT6	K6UNT6_9APIC	K6UNT6_9APIC [Acc: K6UNT6] [Seq_length: 335] [PI: 9.25] [Weight: 39456.73] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69793.1};]		-	
PCYB_005540	-	-	K6V374	K6V374_9APIC	K6V374_9APIC [Acc: K6V374] [Seq_length: 284] [PI: 6.58] [Weight: 32738.8] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69805.1}; Flags: Fragment;]		-	
PCYB_005620	-	-	K6UNU4	K6UNU4_9APIC	K6UNU4_9APIC [Acc: K6UNU4] [Seq_length: 223] [PI: 8.78] [Weight: 27136.08] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69813.1};]		-	
PCYB_005650	-	-	K6UFB6	K6UFB6_9APIC	K6UFB6_9APIC [Acc: K6UFB6] [Seq_length: 300] [PI: 6.01] [Weight: 34559.91] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69816.1};]		-	
PCYB_005660	-	-	K6VK49	K6VK49_9APIC	K6VK49_9APIC [Acc: K6VK49] [Seq_length: 309] [PI: 5.83] [Weight: 35506.77] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69817.1};]		-	
PCYB_005670	-	-	K6UNU6	K6UNU6_9APIC	K6UNU6_9APIC [Acc: K6UNU6] [Seq_length: 178] [PI: 8.41] [Weight: 20757.66] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69818.1}; Flags: Fragment;]		-	
PCYB_005770	-	-	K6UNV1	K6UNV1_9APIC	K6UNV1_9APIC [Acc: K6UNV1] [Seq_length: 255] [PI: 5.39] [Weight: 29763.34] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69828.1}; Flags: Fragment;]		-	
PCYB_005830	-	-	K6V0H7	K6V0H7_9APIC	K6V0H7_9APIC [Acc: K6V0H7] [Seq_length: 247] [PI: 6.59] [Weight: 27864.55] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69834.1}; Flags: Fragment;]		-	
PCYB_005920	-	-	K6UNV6	K6UNV6_9APIC	K6UNV6_9APIC [Acc: K6UNV6] [Seq_length: 308] [PI: 7.03] [Weight: 36544.49] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69843.1};]		-	
PCYB_005970	-	-	K6UNV8	K6UNV8_9APIC	K6UNV8_9APIC [Acc: K6UNV8] [Seq_length: 178] [PI: 5.29] [Weight: 21541.11] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69848.1};]		-	
PCYB_006000	-	-	K6UFC3	K6UFC3_9APIC	K6UFC3_9APIC [Acc: K6UFC3] [Seq_length: 316] [PI: 5.78] [Weight: 36568.26] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69851.1};]		-	
PCYB_006280	-	-	K6V0L8	K6V0L8_9APIC	K6V0L8_9APIC [Acc: K6V0L8] [Seq_length: 148] [PI: 8.2] [Weight: 18316.7] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69879.1};]		-	
PCYB_006390	-	-	K6V3E8	K6V3E8_9APIC	K6V3E8_9APIC [Acc: K6V3E8] [Seq_length: 238] [PI: 6.31] [Weight: 28575.8] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69890.1}; Flags: Fragment;]		-	
PCYB_006400	-	-	K6UFD1	K6UFD1_9APIC	K6UFD1_9APIC [Acc: K6UFD1] [Seq_length: 261] [PI: 5.8] [Weight: 30614.68] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69891.1};]		-	
PCYB_006500	-	-	K6UFD3	K6UFD3_9APIC	K6UFD3_9APIC [Acc: K6UFD3] [Seq_length: 343] [PI: 6.42] [Weight: 39703.77] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69901.1};]		-	
